"latlng","name","type"
"30.397667300000002,78.0745541","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398029700000002,78.0746868","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397799199999998,78.07463879999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3981041,78.07478420000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3975593,78.0745922","Dehradun Boys Hostel Mess Bhagwant Pur ","[u'locality', u'political'] [u'food', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3974435,78.0747125","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397126,78.07448640000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3970711,78.07467159999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397175300000004,78.0745674","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971833,78.074563","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397172499999996,78.0745704","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971592,78.07455829999999","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971446,78.0745465","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971734,78.074569","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397175399999995,78.07457509999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971675,78.074584","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971609,78.07454279999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397057699999998,78.074999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4040826,78.0703636","Swami Lakshman Joo Marg Bhagwant Pur ","[u'route'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971798,78.07459370000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971465,78.07454179999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397054999999998,78.0745518","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397085399999998,78.0745119","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971091,78.0744491","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397955100000004,78.0744486","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397779999999997,78.0746752","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398372700000003,78.07449100000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.39909,78.0750877","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990766,78.0750861","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399081199999998,78.07507640000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990821,78.0750745","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990857,78.0750791","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399084999999996,78.0750781","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399091499999997,78.0750873","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990843,78.07507729999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399082399999998,78.0750749","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399079800000003,78.07505340000002","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398188399999995,78.0742997","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972522,78.0745106","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971907,78.0744261","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971792,78.07446159999999","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397168800000003,78.07450440000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971502,78.07454240000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971528,78.0745429","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397174699999997,78.074559","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971561,78.0745523","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397182899999997,78.0744607","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971788,78.0745244","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397385600000003,78.0743412","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3976147,78.0745821","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3976196,78.074588","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398082399999996,78.074563","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397966999999998,78.0745668","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989395,78.0748553","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399101899999998,78.0747813","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989828,78.0747215","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398974,78.0748328","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398968,78.0748267","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398958399999998,78.0747548","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3990196,78.07487590000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398898699999997,78.07474309999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989847,78.0747462","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398992800000002,78.07479980000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989976,78.0748039","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3985184,78.07463620000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3976799,78.07434959999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397223600000004,78.07447459999999","DIT Hostel Block 1 Dehradun Bhagwant Pur ","[u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971752,78.0745443","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971685,78.0745615","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397170399999997,78.074564","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971713,78.0745607","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971719,78.0745532","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397164899999996,78.0745572","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397173600000002,78.074556","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971588,78.0745558","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971414,78.07457149999999","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.394055699999996,78.0726114","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397511199999997,78.07606870000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3986087,78.0764253","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396136199999997,78.0727809","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397177399999997,78.0745412","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397154600000004,78.07457009999999","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971594,78.0745771","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397174300000003,78.0745527","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397167600000003,78.0745553","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397148100000003,78.0745872","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971964,78.07454609999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971553,78.07457209999998","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397166700000003,78.0745506","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397165100000002,78.07454990000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971528,78.0745507","Dehradun Raman Hostel Block 1 Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397187100000004,78.0745456","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397200899999998,78.07453309999998","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971913,78.0745353","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3974261,78.0745058","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397668699999997,78.0744872","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3976222,78.0746882","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3978793,78.07469809999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397277600000002,78.0742308","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4037278,78.0703636","Bhagwant Pur Salan Gaon ","[u'sublocality_level_1', u'sublocality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"30.3970249,78.07464250000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397227100000002,78.0745324","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
